SBOID;SAID;DescriptionDE;DescriptionFR;DescriptionIT;DescriptionEN;AbbreviationDE;AbbreviationFR;AbbreviationIT;AbbreviationEN;OrganisationNumber;ContactEnterpriseMail;validFrom;validTo;types
ch:1:sboid:100568;100568;Bus und Service AG;Bus und Service AG;Bus und Service AG;Bus und Service AG;BuS;BuS;BuS;BuS;766;;2018-12-09;2021-05-31;30
ch:1:sboid:100568;100568;Bus und Service AG (Chur);Bus und Service AG (Chur);Bus und Service AG (Chur);Bus und Service AG (Chur);BuS/cb;BuS/cb;BuS/cb;BuS/cb;766;;2021-06-01;2099-12-31;30
ch:1:sboid:101712;101712;Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);BuS/eb;BuS/eb;BuS/eb;BuS/eb;815;;2021-06-01;2099-12-31;30
ch:1:sboid:100877;100877;Dänische Staatsbahnen;Chemins de fer de l'Etat danois;Dänische Staatsbahnen;Danish State Railways;DSB      $;DSB      $;DSB      $;DSB      $;1086;;1900-01-01;2021-01-14;11
ch:1:sboid:100877;100877;Dänische Staatsbahnen;Chemins de fer de l'Etat danois;Dänische Staatsbahnen;Danish State Railways;DSB;DSB;DSB;DSB;1086;;2021-01-15;2099-12-31;11
ch:1:sboid:101712;101712;Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);BuS/eng;BuS/eng;BuS/eng;BuS/eng;815;;2018-08-28;2021-05-31;30
ch:1:sboid:101188;101188;Funicar Kursbetriebe AG Biel;Funicar Kursbetriebe AG Biel;Funicar Kursbetriebe AG Biel;Funicar Kursbetriebe AG Biel;FCK;FCK;FCK;FCK;7055;;1900-01-01;2019-07-21;32
ch:1:sboid:101204;101204;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIT;ARRIT;ARRIT;ARRIT;7071;;2021-10-08;2099-12-31;32
ch:1:sboid:100122;100122;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;TL;TL;TL;TL;151;;2021-10-08;2099-12-31;10
ch:1:sboid:100184;100184;Luftseilbahn Obergschwend-Rigi-Burggeist AG;Luftseilbahn Obergschwend-Rigi-Burggeist AG;Luftseilbahn Obergschwend-Rigi-Burggeist AG;Luftseilbahn Obergschwend-Rigi-Burggeist AG;LORB;LORB;LORB;LORB;226;;1900-01-01;2099-12-31;45
ch:1:sboid:101185;101185;Gemeinde Sur;Gemeinde Sur;Gemeinde Sur;Gemeinde Sur;GSUR;GSUR;GSUR;GSUR;7052;;1900-01-01;2019-09-30;32
ch:1:sboid:100610;100610;Autobus AG Liestal;Autobus AG Liestal;Autobus AG Liestal;Autobus AG Liestal;AAGL;AAGL;AAGL;AAGL;811;;1900-01-01;2099-12-31;30
ch:1:sboid:100654;100654;Auto Leuk-Leukerbad;Auto Leuk-Leukerbad;Auto Leuk-Leukerbad;Auto Leuk-Leukerbad;LLB;LLB;LLB;LLB;855;;1900-01-01;2099-12-31;30
ch:1:sboid:100639;100639;Busbetrieb Aarau;Busbetrieb Aarau;Busbetrieb Aarau;Busbetrieb Aarau;BBA;BBA;BBA;BBA;840;kontakt@busaarau.ch;1900-01-01;2099-12-31;30
ch:1:sboid:101759;101759;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;419;;2019-05-15;2099-12-31;51
ch:1:sboid:101764;101764;DCS;DCS;DCS;DCS;DCS;DCS;DCS;DCS;560;;2019-08-12;2099-12-31;95
ch:1:sboid:101766;101766;SBB IMDL;SBB IMDL;SBB IMDL;SBB IMDL;IMDL;IMDL;IMDL;IMDL;562;;2019-08-12;2099-12-31;95
ch:1:sboid:101758;101758;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;VVV;VVV;VVV;VVV;478;christian.hillbrand@vmobil.at;2019-05-01;2099-12-31;30
ch:1:sboid:101099;101099;Elektrizitätswerk Bezirk Schwyz;Elektrizitätswerk Bezirk Schwyz;Elektrizitätswerk Bezirk Schwyz;Elektrizitätswerk Bezirk Schwyz;EBS;EBS;EBS;EBS;3162;;1900-01-01;2021-08-09;12
ch:1:sboid:101757;101757;Tarifverbund TransReno;Tarifverbund TransReno;Tarifverbund TransReno;Tarifverbund TransReno;TransReno;TransReno;TransReno;TransReno;430;;2019-04-24;2099-12-31;51
ch:1:sboid:100144;100144;Vierwaldstättersee;Vierwaldstättersee;Vierwaldstättersee;Vierwaldstättersee;SGV;SGV;SGV;SGV;185;m.achermann@lakelucerne.ch;1900-01-01;2099-12-31;20
ch:1:sboid:101763;101763;Eisenbahndienstleister GmbH;Eisenbahndienstleister GmbH;Eisenbahndienstleister GmbH;Eisenbahndienstleister GmbH;EDG;EDG;EDG;EDG;532;;2019-07-15;2099-12-31;95
ch:1:sboid:101751;101751;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;WETA-Tarif;WETA-Tarif;WETA-Tarif;WETA-Tarif;710;;2018-12-13;2019-12-14;30
ch:1:sboid:101751;101751;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;WETA;WETA;WETA;WETA;710;;2019-12-15;2099-12-31;30
ch:1:sboid:100145;100145;Zugersee;Zugersee;Zugersee;Zugersee;SGZ;SGZ;SGZ;SGZ;186;;1900-01-01;2019-08-28;20
ch:1:sboid:100145;100145;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;Schifffahrtsgesellschaft für den Zugersee AG;SGZ;SGZ;SGZ;SGZ;186;;2019-08-29;2099-12-31;20
ch:1:sboid:100138;100138;Schiffsbetrieb Aegerisee;Schiffsbetrieb Aegerisee;Schiffsbetrieb Aegerisee;Schiffsbetrieb Aegerisee;AeS;AeS;AeS;AeS;179;;1900-01-01;2019-08-28;20
ch:1:sboid:100138;100138;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;Ägerisee Schifffahrt AG;AeS;AeS;AeS;AeS;179;;2019-08-29;2099-12-31;20
ch:1:sboid:101754;101754;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF LEX;SNCF LEX;SNCF LEX;SNCF LEX;426;;2019-06-01;2099-12-31;95
ch:1:sboid:100153;100153;Zürichsee;Zürichsee;Zürichsee;Zürichsee;ZSG;ZSG;ZSG;ZSG;194;ahoi@zsg.ch;1900-01-01;2019-09-02;20
ch:1:sboid:100153;100153;Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);Zürichsee-Schifffahrtsgesellschaft AG (ZSG);ZSG;ZSG;ZSG;ZSG;194;ahoi@zsg.ch;2019-09-03;2099-12-31;20
ch:1:sboid:100380;100380;Tarifverbund Bern/Solothurn (Billette);Tarifverbund Bern/Solothurn (Billette);Tarifverbund Bern/Solothurn (Billette);Tarifverbund Bern/Solothurn (Billette);TV-BE/SO;TV-BE/SO;TV-BE/SO;TV-BE/SO;459;;1900-01-01;2019-05-28;51
ch:1:sboid:101761;101761;Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);TV Libero6;TV Libero6;TV Libero6;TV Libero6;446;;2019-05-29;2099-12-31;51
ch:1:sboid:101762;101762;Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);TV Libero5;TV Libero5;TV Libero5;TV Libero5;459;;2019-05-29;2099-12-31;51
ch:1:sboid:101810;101810;TPF Ersatzverkehr LOS 1;TPF Ersatzverkehr LOS 1;TPF Ersatzverkehr LOS 1;TPF Ersatzverkehr LOS 1;TPF-LOS1;TPF-LOS1;TPF-LOS1;TPF-LOS1;7223;;2020-09-15;2099-12-31;99
ch:1:sboid:100645;100645;Verkehrsbetriebe Schaffhausen;Verkehrsbetriebe Schaffhausen;Verkehrsbetriebe Schaffhausen;Verkehrsbetriebe Schaffhausen;VBSH-rv;VBSH-rv;VBSH-rv;VBSH-rv;846;;2020-06-01;2099-12-31;30
ch:1:sboid:100009;100009;Transports Publics du Chablais (aomc);Transports Publics du Chablais (aomc);Transports Publics du Chablais (aomc);Transports Publics du Chablais (aomc);TPC-aomc;TPC-aomc;TPC-aomc;TPC-aomc;24;;1900-01-01;2099-12-31;10
ch:1:sboid:100021;100021;Transports Publics du Chablais (bvb);Transports Publics du Chablais (bvb);Transports Publics du Chablais (bvb);Transports Publics du Chablais (bvb);TPC-bvb;TPC-bvb;TPC-bvb;TPC-bvb;39;;1900-01-01;2099-12-31;10
ch:1:sboid:100112;100112;Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);Appenzeller Bahnen (rhw);AB-rhw;AB-rhw;AB-rhw;AB-rhw;139;;1900-01-01;2099-12-31;10
ch:1:sboid:100024;100024;Chemins de fer du Jura;Chemins de fer du Jura;Chemins de fer du Jura;Chemins de fer du Jura;CJ;CJ;CJ;CJ;43;;1900-01-01;2099-12-31;10
ch:1:sboid:100846;100846;Tschechische Bahnen;Chemins de fer de l'Etat tchécoslovaque;Tschechische Bahnen;Czech Railways;CD;CD;CD;CD;1054;;1900-01-01;2099-12-31;11
ch:1:sboid:100609;100609;Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel;Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel;Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel;Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel;BLWE;BLWE;BLWE;BLWE;810;;1900-01-01;2099-12-31;30
ch:1:sboid:101085;101085;Bergbahnen Obersaxen AG;Bergbahnen Obersaxen AG;Bergbahnen Obersaxen AG;Bergbahnen Obersaxen AG;BO;BO;BO;BO;3146;;2018-12-09;2099-12-31;12
ch:1:sboid:100085;100085;Sportbahnen Davos;Sportbahnen Davos;Sportbahnen Davos;Sportbahnen Davos;SDS;SDS;SDS;SDS;111;;2018-06-01;2099-12-31;12
ch:1:sboid:100990;100990;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;SEA-sest;SEA-sest;SEA-sest;SEA-sest;3049;;1900-01-01;2018-12-08;12
ch:1:sboid:100990;100990;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;Sportbahnen Eischoll Augstbord;SEA;SEA;SEA;SEA;3049;;2018-12-09;2099-12-31;12
ch:1:sboid:100963;100963;Télé-Torgon SA (tfj);Télé-Torgon SA (tfj);Télé-Torgon SA (tfj);Télé-Torgon SA (tfj);TTG-tfj;TTG-tfj;TTG-tfj;TTG-tfj;3022;;1900-01-01;2018-12-08;12
ch:1:sboid:100961;100961;Télé-Torgon SA;Télé-Torgon SA;Télé-Torgon SA;Télé-Torgon SA;TTG;TTG;TTG;TTG;3020;;2018-12-09;2099-12-31;12
ch:1:sboid:100539;100539;Servizio d'automobili;Servizio d'automobili;Servizio d'automobili;Servizio d'automobili;SNL Auto;SNL Auto;SNL Auto;SNL Auto;737;;1900-01-01;2099-12-31;30
ch:1:sboid:101202;101202;Andermatt-Urserntal Tourismus GmbH;Andermatt-Urserntal Tourismus GmbH;Andermatt-Urserntal Tourismus GmbH;Andermatt-Urserntal Tourismus GmbH;AUT;AUT;AUT;AUT;7069;;1900-01-01;2099-12-31;32
ch:1:sboid:101134;101134;Events / Manifestations / Eventi;Events / Manifestations / Eventi;Events / Manifestaions / Eventi;Events / Manifestations / Eventi;Extrabus 2;Extrabus 2;Extrabus 2;Extrabus 2;7001;;1900-01-01;2099-12-31;32
ch:1:sboid:100193;100193;Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion;Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion;Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion;Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion;SRR;SRR;SRR;SRR;235;;2014-06-01;2099-12-31;10
ch:1:sboid:101188;101188;Funicar AG;Funicar AG;Funicar AG;Funicar AG;FCA;FCA;FCA;FCA;7055;;2019-07-22;2099-12-31;32
ch:1:sboid:100161;100161;Brunni-Bahnen Engelberg AG;Brunni-Bahnen Engelberg AG;Brunni-Bahnen Engelberg AG;Brunni-Bahnen Engelberg AG;EB;EB;EB;EB;203;;2020-07-10;2099-12-31;10
ch:1:sboid:101204;101204;Società Autoservizi Valle d'Aosta;Società Autoservizi Valle d'Aosta;Società Autoservizi Valle d'Aosta;Società Autoservizi Valle d'Aosta;SAVDA;SAVDA;SAVDA;SAVDA;7071;;2007-01-01;2021-10-07;32
ch:1:sboid:100122;100122;Transport publics de la Région Lausannoise;Transport publics de la Région Lausannoise;Transport publics de la Région Lausannoise;Transport publics de la Région Lausannoise;TL;TL;TL;TL;151;;1900-01-01;2021-10-07;10
ch:1:sboid:100100;100100;Transport publics de la Région Lausannoise (lo);Transport publics de la Région Lausannoise (lo);Transport publics de la Région Lausannoise (lo);Transport publics de la Région Lausannoise (lo);TL-lo;TL-lo;TL-lo;TL-lo;127;;1900-01-01;2021-10-07;10
ch:1:sboid:100100;100100;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;Transports Publics de la Région Lausannoise sa;TL-lo;TL-lo;TL-lo;TL-lo;127;;2021-10-08;2099-12-31;10
ch:1:sboid:100032;100032;Frauenfeld-Wil;Frauenfeld-Wil;Frauenfeld-Wil;Frauenfeld-Wil;FW;FW;FW;FW;51;;1900-01-01;2021-10-10;10
ch:1:sboid:100032;100032;Appenzeller Bahnen (fw);Appenzeller Bahnen (fw);Appenzeller Bahnen (fw);Appenzeller Bahnen (fw);AB-fw;AB-fw;AB-fw;AB-fw;51;;2021-10-11;2099-12-31;10
ch:1:sboid:100754;100754;Trasporti Pubblici Luganesi;Trasporti Pubblici Luganesi;Trasporti Pubblici Luganesi;Trasporti Pubblici Luganesi;TPL;TPL;TPL;TPL;955;info@tplsa.ch;1900-01-01;2021-10-11;30
ch:1:sboid:101780;101780;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;DICH;DICH;DICH;DICH;5058;;2020-02-07;2021-08-03;10
ch:1:sboid:1017151;1017151;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;TAC;TAC;TAC;TAC;776;;2018-11-30;2099-12-31;32
ch:1:sboid:100942;100942;Tschentenbahnen Adelboden;Tschentenbahnen Adelboden;Tschentenbahnen Adelboden;Tschentenbahnen Adelboden;TBA fpl;TBA fpl;TBA fpl;TBA fpl;3001;;2021-10-15;2099-12-31;12
ch:1:sboid:101818;101818;Tschentenbahnen AG;Tschentenbahnen AG;Tschentenbahnen AG;Tschentenbahnen AG;TBA;TBA;TBA;TBA;613;;2021-10-15;2099-12-31;
ch:1:sboid:101013;101013;Luftseilbahn Elsigbach-Elsigenalp;Luftseilbahn Elsigbach-Elsigenalp;Luftseilbahn Elsigbach-Elsigenalp;Luftseilbahn Elsigbach-Elsigenalp;LEE fpl;LEE fpl;LEE fpl;LEE fpl;3072;;2021-10-15;2099-12-31;12
ch:1:sboid:101819;101819;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;LEE;LEE;LEE;LEE;614;;2021-10-15;2099-12-31;
ch:1:sboid:100176;100176;Bergbahnen Engadin St. Moritz, Bernina-Diavolezza (lbd);Bergbahnen Engadin St. Moritz, Bernina-Diavolezza (lbd);Bergbahnen Engadin St. Moritz, Bernina-Diavolezza (lbd);Bergbahnen Engadin St. Moritz, Bernina-Diavolezza (lbd);DIALA-lbd;DIALA-lbd;DIALA-lbd;DIALA-lbd;218;;1900-01-01;2099-12-31;10
ch:1:sboid:100175;100175;Télé Champéry - Crosets Portes du Soleil SA;Télé Champéry - Crosets Portes du Soleil SA;Télé Champéry - Crosets Portes du Soleil SA;Télé Champéry - Crosets Portes du Soleil SA;TCP;TCP;TCP;TCP;217;;1900-01-01;2099-12-31;10
ch:1:sboid:101196;101196;Walter Tschannen Zofingen;Walter Tschannen Zofingen;Walter Tschannen Zofingen;Walter Tschannen Zofingen;WTZ;WTZ;WTZ;WTZ;7063;;1900-01-01;2099-12-31;32
ch:1:sboid:100617;100617;Service d'automobiles TPC (aomc auto);Service d'automobiles TPC (aomc auto);Service d'automobiles TPC (aomc auto);Service d'automobiles TPC (aomc auto);TPC/Auaomc;TPC/Auaomc;TPC/Auaomc;TPC/Auaomc;818;;1900-01-01;2019-05-31;30
ch:1:sboid:100008;100008;Transports Publics du Chablais (al);Transports Publics du Chablais (al);Transports Publics du Chablais (al);Transports Publics du Chablais (al);TPC-al;TPC-al;TPC-al;TPC-al;23;;1900-01-01;2019-05-31;10
ch:1:sboid:100008;100008;Transports Publics du Chablais;Transports Publics du Chablais;Transports Publics du Chablais;Transports Publics du Chablais;TPC;TPC;TPC;TPC;23;;2019-06-01;2099-12-31;10
ch:1:sboid:100619;100619;Verkehrsbetriebe Luzern;Verkehrsbetriebe Luzern;Verkehrsbetriebe Luzern;Verkehrsbetriebe Luzern;VBL;VBL;VBL;VBL;820;;1900-01-01;2019-08-28;30
ch:1:sboid:100093;100093;Drahtseilbahn Marzili-Bundesterrasse (Bern);Drahtseilbahn Marzili-Bundesterrasse (Bern);Drahtseilbahn Marzili-Bundesterrasse (Bern);Drahtseilbahn Marzili-Bundesterrasse (Bern);DMB;DMB;DMB;DMB;119;;1900-01-01;2019-08-28;10
ch:1:sboid:100093;100093;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;Drahtseilbahn Marzili-Stadt Bern AG;DMB;DMB;DMB;DMB;119;;2019-08-29;2099-12-31;10
ch:1:sboid:101704;101704;Alliance SwissPass;Alliance SwissPass;Alliance SwissPass;Alliance SwissPass;ASP;ASP;ASP;ASP;100;tarife@allianceswisspass.ch;2020-10-06;2099-12-31;95
ch:1:sboid:101784;101784;SBB Ersatzverkehr LOS 2;SBB Ersatzverkehr LOS 2;SBB Ersatzverkehr LOS 2;SBB Ersatzverkehr LOS 2;SBB-LOS2;SBB-LOS2;SBB-LOS2;SBB-LOS2;7201;;2020-04-15;2099-12-31;
ch:1:sboid:101785;101785;SBB Ersatzverkehr LOS 3;SBB Ersatzverkehr LOS 3;SBB Ersatzverkehr LOS 3;SBB Ersatzverkehr LOS 3;SBB-LOS3;SBB-LOS3;SBB-LOS3;SBB-LOS3;7202;;2020-04-15;2099-12-31;
ch:1:sboid:101787;101787;SBB Ersatzverkehr LOS 5;SBB Ersatzverkehr LOS 5;SBB Ersatzverkehr LOS 5;SBB Ersatzverkehr LOS 5;SBB-LOS5;SBB-LOS5;SBB-LOS5;SBB-LOS5;7204;;2020-04-15;2099-12-31;
ch:1:sboid:101790;101790;SBB Ersatzverkehr LOS 8;SBB Ersatzverkehr LOS 8;SBB Ersatzverkehr LOS 8;SBB Ersatzverkehr LOS 8;SBB-LOS8;SBB-LOS8;SBB-LOS8;SBB-LOS8;7207;;2020-04-15;2099-12-31;
ch:1:sboid:101791;101791;SBB Ersatzverkehr LOS 9;SBB Ersatzverkehr LOS 9;SBB Ersatzverkehr LOS 9;SBB Ersatzverkehr LOS 9;SBB-LOS9;SBB-LOS9;SBB-LOS9;SBB-LOS9;7208;;2020-04-15;2099-12-31;
ch:1:sboid:101794;101794;SBB Ersatzverkehr LOS 12;SBB Ersatzverkehr LOS 12;SBB Ersatzverkehr LOS 12;SBB Ersatzverkehr LOS 12;SBB-LOS12;SBB-LOS12;SBB-LOS12;SBB-LOS12;7211;;2020-04-15;2099-12-31;
ch:1:sboid:101797;101797;ZB Ersatzverkehr LOS 1;ZB Ersatzverkehr LOS 1;ZB Ersatzverkehr LOS 1;ZB Ersatzverkehr LOS 1;ZB-LOS1;ZB-LOS1;ZB-LOS1;ZB-LOS1;7214;;2020-04-15;2099-12-31;
ch:1:sboid:101800;101800;BLS Ersatzverkehr LOS 1;BLS Ersatzverkehr LOS 1;BLS Ersatzverkehr LOS 1;BLS Ersatzverkehr LOS 1;BLS-LOS1;BLS-LOS1;BLS-LOS1;BLS-LOS1;7217;;2020-04-15;2099-12-31;
ch:1:sboid:101803;101803;SOB Ersatzverkehr LOS 3;SOB Ersatzverkehr LOS 3;SOB Ersatzverkehr LOS 3;SOB Ersatzverkehr LOS 3;SOB-LOS3;SOB-LOS3;SOB-LOS3;SOB-LOS3;7220;;2020-04-15;2099-12-31;99
ch:1:sboid:101824;101824;Schweizer Museumspass;Schweizer Museumspass;Schweizer Museumspass;Schweizer Museumspass;CHMUS;CHMUS;CHMUS;CHMUS;918;;2022-01-01;2099-12-31;95
ch:1:sboid:100764;100764;Rail In-Club Interlaken;Rail In-Club Interlaken;Rail In-Club Interlaken;Rail In-Club Interlaken;RICI;RICI;RICI;RICI;965;;1900-01-01;2021-11-17;50
ch:1:sboid:101826;101826;Verein Zürcher Museen;Verein Zürcher Museen;Verein Zürcher Museen;Verein Zürcher Museen;VZUEM;VZUEM;VZUEM;VZUEM;968;;2022-01-01;2099-12-31;95
ch:1:sboid:101827;101827;Zürich Tourismus;Zürich Tourismus;Zürich Tourismus;Zürich Tourismus;ZUET;ZUET;ZUET;ZUET;982;;2022-01-01;2099-12-31;95
ch:1:sboid:100152;100152;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;Schweiz. Schifffahrtsgesellschaft Untersee und Rhein AG;URh;URh;URh;URh;193;info@urh.ch;2021-12-07;2099-12-31;20
ch:1:sboid:101783;101783;SBB Ersatzverkehr LOS 1;SBB Ersatzverkehr LOS 1;SBB Ersatzverkehr LOS 1;SBB Ersatzverkehr LOS 1;SBB-LOS1;SBB-LOS1;SBB-LOS1;SBB-LOS1;7200;;2020-04-15;2099-12-31;
ch:1:sboid:101786;101786;SBB Ersatzverkehr LOS 4;SBB Ersatzverkehr LOS 4;SBB Ersatzverkehr LOS 4;SBB Ersatzverkehr LOS 4;SBB-LOS4;SBB-LOS4;SBB-LOS4;SBB-LOS4;7203;;2020-04-15;2099-12-31;
ch:1:sboid:101788;101788;SBB Ersatzverkehr LOS 6;SBB Ersatzverkehr LOS 6;SBB Ersatzverkehr LOS 6;SBB Ersatzverkehr LOS 6;SBB-LOS6;SBB-LOS6;SBB-LOS6;SBB-LOS6;7205;;2020-04-15;2099-12-31;
ch:1:sboid:101789;101789;SBB Ersatzverkehr LOS 7;SBB Ersatzverkehr LOS 7;SBB Ersatzverkehr LOS 7;SBB Ersatzverkehr LOS 7;SBB-LOS7;SBB-LOS7;SBB-LOS7;SBB-LOS7;7206;;2020-04-15;2099-12-31;
ch:1:sboid:101792;101792;SBB Ersatzverkehr LOS 10;SBB Ersatzverkehr LOS 10;SBB Ersatzverkehr LOS 10;SBB Ersatzverkehr LOS 10;SBB-LOS10;SBB-LOS10;SBB-LOS10;SBB-LOS10;7209;;2020-04-15;2099-12-31;
ch:1:sboid:101793;101793;SBB Ersatzverkehr LOS 11;SBB Ersatzverkehr LOS 11;SBB Ersatzverkehr LOS 11;SBB Ersatzverkehr LOS 11;SBB-LOS11;SBB-LOS11;SBB-LOS11;SBB-LOS11;7210;;2020-04-15;2099-12-31;
ch:1:sboid:1017941;1017941;SBB Ersatzverkehr LOS 13;SBB Ersatzverkehr LOS 13;SBB Ersatzverkehr LOS 13;SBB Ersatzverkehr LOS 13;SBB-LOS13;SBB-LOS13;SBB-LOS13;SBB-LOS13;7212;;2020-04-15;2099-12-31;
ch:1:sboid:101796;101796;SBB Ersatzverkehr LOS 14;SBB Ersatzverkehr LOS 14;SBB Ersatzverkehr LOS 14;SBB Ersatzverkehr LOS 14;SBB-LOS14;SBB-LOS14;SBB-LOS14;SBB-LOS14;7213;;2020-04-15;2099-12-31;
ch:1:sboid:101798;101798;ZB Ersatzverkehr LOS 2;ZB Ersatzverkehr LOS 2;ZB Ersatzverkehr LOS 2;ZB Ersatzverkehr LOS 2;ZB-LOS2;ZB-LOS2;ZB-LOS2;ZB-LOS2;7215;;2020-04-15;2099-12-31;
ch:1:sboid:101799;101799;ZB Ersatzverkehr LOS 3;ZB Ersatzverkehr LOS 3;ZB Ersatzverkehr LOS 3;ZB Ersatzverkehr LOS 3;ZB-LOS3;ZB-LOS3;ZB-LOS3;ZB-LOS3;7216;;2020-04-15;2099-12-31;
ch:1:sboid:101801;101801;SOB Ersatzverkehr LOS 1;SOB Ersatzverkehr LOS 1;SOB Ersatzverkehr LOS 1;SOB Ersatzverkehr LOS 1;SOB-LOS1;SOB-LOS1;SOB-LOS1;SOB-LOS1;7218;;2020-04-15;2099-12-31;
ch:1:sboid:101802;101802;SOB Ersatzverkehr LOS 2;SOB Ersatzverkehr LOS 2;SOB Ersatzverkehr LOS 2;SOB Ersatzverkehr LOS 2;SOB-LOS2;SOB-LOS2;SOB-LOS2;SOB-LOS2;7219;;2020-04-15;2099-12-31;
ch:1:sboid:101804;101804;THURBO Ersatzverkehr LOS 1;THURBO Ersatzverkehr LOS 1;THURBO Ersatzverkehr LOS 1;THURBO Ersatzverkehr LOS 1;THB-LOS1;THB-LOS1;THB-LOS1;THB-LOS1;7221;;2020-05-06;2099-12-31;
ch:1:sboid:101805;101805;THURBO Ersatzverkehr LOS 2;THURBO Ersatzverkehr LOS 2;THURBO Ersatzverkehr LOS 2;THURBO Ersatzverkehr LOS 2;THB-LOS2;THB-LOS2;THB-LOS2;THB-LOS2;7222;;2020-05-06;2099-12-31;
ch:1:sboid:101808;101808;Tarifverbund Davos Klosters;Tarifverbund Davos Klosters;Tarifverbund Davos Klosters;Tarifverbund Davos Klosters;TVDK;TVDK;TVDK;TVDK;412;;2020-05-18;2099-12-31;51
ch:1:sboid:100152;100152;Untersee und Rhein;Untersee und Rhein;Untersee und Rhein;Untersee und Rhein;URh;URh;URh;URh;193;info@urh.ch;1900-01-01;2021-12-06;20
